time,keyword,message,asin,brand,title,position,locale
"2018-05-21 19:20:26",automatikuhr,,B01HBPWXE2,BUREI,,5,DE
"2018-05-21 19:20:26",automatikuhr,,B00G91ZGGM,Hindenberg,,6,DE
"2018-05-21 19:20:26",automatikuhr,,B007NU6XUG,Richtenburg,,7,DE
"2018-05-21 19:20:24",armbanduhr herren,"Minimalistische Bauhaus-Uhr mit Saphirglas",,STERNGLAS,,1,DE
"2018-05-21 19:20:24",armbanduhr damen,"BUREI Armbanduhren für Damen",,BUREI,,1,DE
"2018-05-21 19:20:24",damenuhr rosegold,"BUREI Armbanduhren für Damen",,BUREI,,1,DE
"2018-05-21 19:20:26",damenuhr rosegold,,B00DIYA22G,Time,,2,DE
"2018-05-21 19:20:26",damenuhr rosegold,,B01ANAKKZG,Time,,3,DE
"2018-05-21 19:20:26",damenuhr rosegold,,B00KRGD3LK,"Bering Time",,4,DE
"2018-05-21 19:20:30",damenuhr rosegold,,B076DDLQFD,"New Trend - Love for Accessories",,5,DE
"2018-05-21 19:20:30",damenuhr rosegold,,B079C18PQN,classygood.,,6,DE
"2018-05-21 19:20:30",damenuhr rosegold,,B076SC2Q3Z,Alienwork,,7,DE
"2018-05-21 19:20:28",breil,,,,,1,DE
"2018-05-21 19:20:28","superdry uhr","Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-21 19:20:30","superdry uhr",,B0755DM3TW,Alienwork,,2,DE
"2018-05-21 19:20:30","superdry uhr",,B0175IU2J8,Alienwork,,3,DE
"2018-05-21 19:20:30","superdry uhr",,B01N1TC48X,SONGDU,,4,DE
"2018-05-21 19:20:30","superdry uhr",,B074C2XBFM,Alienwork,,5,DE
"2018-05-21 19:20:30","superdry uhr",,B00RGW4YHA,Alienwork,,6,DE
"2018-05-21 19:20:34","superdry uhr",,B01D8KBMUU,Alienwork,,7,DE
"2018-05-21 19:20:32",breil uhr,"Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-21 19:20:34",breil uhr,,B007R3IVO0,Breil,,2,DE
"2018-05-21 19:20:34",breil uhr,,B00SJ1BGD2,Breil,,3,DE
"2018-05-21 19:20:34",breil uhr,,B00SJ1BICQ,Breil,,4,DE
"2018-05-21 19:20:34",breil uhr,,B0124MAK9C,Breil,,5,DE
"2018-05-21 19:20:34",breil uhr,,B0777R4P9X,"Breil HIP HOP",,6,DE
"2018-05-21 19:20:34",breil uhr,,B075MV3132,"Breil HIP HOP",,7,DE
"2018-05-21 19:20:32",breil herrenuhren,"BUREI Herrenuhr Kollektion",,BUREI,,1,DE
"2018-05-21 19:20:34",breil herrenuhren,,B01J3R6OPU,GreenTreen,,2,DE
"2018-05-21 19:20:38",breil herrenuhren,,B07B5DMGJP,Benyar,,3,DE
"2018-05-21 19:20:38",breil herrenuhren,,B000KB07ZC,Breil,,4,DE
"2018-05-21 19:20:38",breil herrenuhren,,B01MTLPOYZ,"BREIL TRIBE WATCHES",,5,DE
"2018-05-21 19:20:36",breil damenuhr,"BUREI Armbanduhren für Damen",,BUREI,,1,DE
"2018-05-21 19:20:38",breil damenuhr,,B00JSM7JKK,,,2,DE
"2018-05-21 19:20:38",breil damenuhr,,B00BEY1YY2,Breil,,3,DE
"2018-05-21 19:20:38",breil damenuhr,,B00XGNNQ0E,Breil,,4,DE
"2018-05-21 19:20:34",breil damenuhr,,B007R3IVO0,Breil,,5,DE
"2018-05-21 19:20:38",breil damenuhr,,B00YHMIF4K,Breil,,6,DE
"2018-05-21 19:20:36","hip hop uhr","Hip Hop Pullover für Herren",,semen,,1,DE
"2018-05-21 19:20:38","hip hop uhr",,B01IF0X9P4,"Hip Hop",,2,DE
"2018-05-21 19:20:42","hip hop uhr",,B071KMS3PF,"Hip Hop",,3,DE
"2018-05-21 19:20:42","hip hop uhr",,B0797TCFKR,"Hip Hop",,4,DE
"2018-05-21 19:20:42","hip hop uhr",,B00SJ1C0ZU,"Hip Hop",,5,DE
"2018-05-21 19:20:42","hip hop uhr",,B01EX7747C,"Hip Hop",,6,DE
"2018-05-21 19:20:42","hip hop uhr",,B07B4JZWN1,"Breil HIP HOP",,7,DE
"2018-05-22 06:35:08",uhr,"Ein erster Blick auf Fitbit Versa",,Fitbit,,1,DE
"2018-05-22 06:35:13",uhr,,B07C62HCR7,Lige,,2,DE
"2018-05-22 06:35:13",uhr,,B0732PNCJ7,Eventronic,,3,DE
"2018-05-22 06:35:13",uhr,,B077QVTHW7,Xagoo,,4,DE
"2018-05-22 06:35:13",uhr,,B002I5YMMW,Technoline,,5,DE
"2018-05-22 06:35:13",uhr,,B001GO79LC,Technoline,,6,DE
"2018-05-22 06:35:13",uhr,,B00D8ZNZR4,Unbekannt,,7,DE
"2018-05-22 06:35:08",fossil uhr,"Die klassische Uhr mit Smart Funktionen",,"Fossil Europe",,1,DE
"2018-05-22 06:35:13",fossil uhr,,B0792ZNMPG,Fossil,,2,DE
"2018-05-22 06:35:13",fossil uhr,,B0766YXXM3,Fossil,,3,DE
"2018-05-22 06:35:13",fossil uhr,,B01D8KBMUU,Alienwork,,4,DE
"2018-05-22 06:35:13",fossil uhr,,B002QXUTG4,"Michael Kors",,5,DE
"2018-05-22 06:35:17",fossil uhr,,B01KLT1AA8,Skagen,,6,DE
"2018-05-22 06:35:17",fossil uhr,,B01MUE5V1A,Skagen,,7,DE
"2018-05-22 06:35:15",Herrenuhr,,,,,1,DE
"2018-05-22 06:35:17",Herrenuhr,,B074GQMNW4,Fossil,,2,DE
"2018-05-22 06:35:17",Herrenuhr,,B078TFVY93,Icheckey,,3,DE
"2018-05-22 06:35:17",Herrenuhr,,B075HBRTTC,MLIYA,,4,DE
"2018-05-22 06:35:15",Damenuhr,,,,,1,DE
"2018-05-22 06:35:17",Damenuhr,,B00RK4SE8Y,Fossil,,2,DE
"2018-05-22 06:35:17",Damenuhr,,B01NA8Y1E7,Alienwork,,3,DE
"2018-05-22 06:35:17",Damenuhr,,B0101AO9O6,Fossil,,4,DE
"2018-05-22 06:35:19",Armbanduhr,,,,,1,DE
"2018-05-22 06:35:19","daniel wellington","Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-22 06:35:21","daniel wellington",,B076HC68GF,"Daniel Wellington",,2,DE
"2018-05-22 06:35:21","daniel wellington",,B00FF8CDSO,Fossil,,3,DE
"2018-05-22 06:35:21","daniel wellington",,B01GYKVDWS,Gemony,,4,DE
"2018-05-22 06:35:21","daniel wellington",,B01HMVA644,Alienwork,,5,DE
"2018-05-22 06:35:17","daniel wellington",,B01NA8Y1E7,Alienwork,,6,DE
"2018-05-22 06:35:17","daniel wellington",,B0101AO9O6,Fossil,,7,DE
"2018-05-22 06:35:21","daniel wellington",,B01GYKEYJC,Gemony,,8,DE
"2018-05-22 06:35:21","daniel wellington",,B075ZR9W31,ZEMGE,,9,DE
"2018-05-22 06:35:21","daniel wellington",,B015NKHWJI,"Barton Watch Bands",,10,DE
"2018-05-22 06:35:19","casio uhr","Multifunktionale Sportuhr, gutes Preis-Leistungs",,"LAD WEATHER",,1,DE
"2018-05-22 06:35:25","casio uhr",,B015ZXKOFM,Casio,,2,DE
"2018-05-22 06:35:25","casio uhr",,B001ES9KRQ,Casio,,3,DE
"2018-05-22 06:35:25","casio uhr",,B00USEG4DA,Casio,,4,DE
"2018-05-22 06:35:25","casio uhr",,B0761J271J,FIZILI,,5,DE
"2018-05-22 06:35:13","casio uhr",,B01D8KBMUU,Alienwork,,6,DE
"2018-05-22 06:35:25","casio uhr",,B01N0AQTPP,Fossil,,7,DE
"2018-05-22 06:35:25","casio uhr",,B0714DNXH8,Benyar,,8,DE
"2018-05-22 06:35:25","casio uhr",,B06XYB5N4L,Suunto,,9,DE
"2018-05-22 06:35:25","casio uhr",,B0175XIO9S,GreenTreen,,10,DE
"2018-05-22 06:35:23",citizen,"Die schönsten Chronographen und Uhren für Herren.",,FIREFOX,,1,DE
"2018-05-22 06:35:25",citizen,,B00492D2MI,FIREFOX,,2,DE
"2018-05-22 06:35:29",citizen,,B073XH855T,"LAD WEATHER",,3,DE
"2018-05-22 06:35:29",citizen,,B00DHFW01W,FIREFOX,,4,DE
"2018-05-22 06:35:29",citizen,,B0051OAB4A,FIREFOX,,5,DE
"2018-05-22 06:35:29",citizen,,B06XDH2MVN,"LAD WEATHER",,6,DE
"2018-05-22 06:35:29",citizen,,B01NCF1RON,"LAD WEATHER",,7,DE
"2018-05-22 06:35:27",swatch,,,,,1,DE
"2018-05-22 06:35:29",swatch,,B01IFH9QOU,Swatch,,2,DE
"2018-05-22 06:35:29",swatch,,B004I1KJLM,Swatch,,3,DE
"2018-05-22 06:35:29",swatch,,B019VQ6CLO,Swatch,,4,DE
"2018-05-22 06:35:29",swatch,,B01N7R6RIA,Swatch,,5,DE
"2018-05-22 06:35:33",swatch,,B00SRDPJ8A,Swatch,,6,DE
"2018-05-22 06:35:33",swatch,,B01MT82VX1,Swatch,,7,DE
"2018-05-22 06:35:31","ice watch",,,,,1,DE
"2018-05-22 06:35:33","ice watch",,B00LBN3IBS,Ice-Watch,,2,DE
"2018-05-22 06:35:33","ice watch",,B002JCSB1W,Ice-Watch,,3,DE
"2018-05-22 06:35:33","ice watch",,B008GSB7F0,Ice-Watch,,4,DE
"2018-05-22 06:35:21","ice watch",,B00FF8CDSO,Fossil,,5,DE
"2018-05-22 06:35:33","ice watch",,B01NGT5W41,INWET,,6,DE
"2018-05-22 06:35:33","ice watch",,B01MG490WO,Sopoby,,7,DE
"2018-05-22 06:35:33","ice watch",,B071JBHSS7,MAMONA,,8,DE
"2018-05-22 06:35:25","ice watch",,B0714DNXH8,Benyar,,9,DE
"2018-05-22 06:35:33","ice watch",,B06Y2KP5S5,"Archer Watch Straps",,10,DE
"2018-05-22 06:35:35",tissot,,,,,1,DE
"2018-05-22 06:35:37",tissot,,B003Z97WUE,Tissot,,2,DE
"2018-05-22 06:35:37",tissot,,B01IRYCYS6,Tissot,,3,DE
"2018-05-22 06:35:37",tissot,,B012E3XIA4,Tissot,,4,DE
"2018-05-22 06:35:37",tissot,,B001BWY00C,Tissot,,5,DE
"2018-05-22 06:35:37",tissot,,B0029MXKNG,Tissot,,6,DE
"2018-05-22 06:35:37",tissot,,B004R1R1XC,Tissot,,7,DE
"2018-05-22 06:35:35",automatikuhr,"Automatische Luxusarmbanduhr",,"Stuhrling Original",,1,DE
"2018-05-22 06:35:37",automatikuhr,,B01HBPWXE2,BUREI,,2,DE
"2018-05-22 06:35:37",automatikuhr,,B007NU6XUG,Richtenburg,,3,DE
"2018-05-22 06:35:41",automatikuhr,,B071DP2H1Z,"TRIPLE TREE",,4,DE
"2018-05-22 06:35:41",automatikuhr,,B01MTIXKCZ,Klarstein,,5,DE
"2018-05-22 06:35:41",automatikuhr,,B01HDNMVGM,BUREI,,6,DE
"2018-05-22 06:35:41",automatikuhr,,B00G91ZO64,Hindenberg,,7,DE
"2018-05-22 06:35:39",armbanduhr herren,"Unsere DETOMASO Topseller",,DETOMASO,,1,DE
"2018-05-22 06:35:39",armbanduhr damen,"Deutsche Markenuhr mit Stoppuhr & 100M wasserdicht",,"AS DE PIQUE",,1,DE
"2018-05-22 06:35:39",damenuhr rosegold,"Roségold Uhr von classygood.",,classygood.,,1,DE
"2018-05-22 06:35:41",damenuhr rosegold,,B01ANAKKZG,Time,,2,DE
"2018-05-22 06:35:41",damenuhr rosegold,,B01ALKEX6U,Time,,3,DE
"2018-05-22 06:35:13",damenuhr rosegold,,B01D8KBMUU,Alienwork,,4,DE
"2018-05-22 06:35:41",damenuhr rosegold,,B019H4XN1C,"Michael Kors",,5,DE
"2018-05-22 06:35:46",damenuhr rosegold,,B018MLDFBY,"Moog Paris",,6,DE
"2018-05-22 06:35:46",damenuhr rosegold,,B00KRGD3LK,"Bering Time",,7,DE
"2018-05-22 06:35:43",breil,,,,,1,DE
"2018-05-22 06:35:46",breil,,B00XGNNQ0E,Breil,,2,DE
"2018-05-22 06:35:43","superdry uhr","Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-22 06:35:13","superdry uhr",,B01D8KBMUU,Alienwork,,2,DE
"2018-05-22 06:35:46","superdry uhr",,B0755DM3TW,Alienwork,,3,DE
"2018-05-22 06:35:46","superdry uhr",,B01N1TC48X,SONGDU,,4,DE
"2018-05-22 06:35:46","superdry uhr",,B0175IU2J8,Alienwork,,5,DE
"2018-05-22 06:35:46","superdry uhr",,B00RGW4YHA,Alienwork,,6,DE
"2018-05-22 06:35:46","superdry uhr",,B074C2XBFM,Alienwork,,7,DE
"2018-05-22 06:35:48",breil uhr,"Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-22 06:35:50",breil uhr,,B007R3IVO0,Breil,,2,DE
"2018-05-22 06:35:50",breil uhr,,B00SJ1BGD2,Breil,,3,DE
"2018-05-22 06:35:50",breil uhr,,B00SJ1BICQ,Breil,,4,DE
"2018-05-22 06:35:50",breil uhr,,B0777R4P9X,"Breil HIP HOP",,5,DE
"2018-05-22 06:35:50",breil uhr,,B075MV3132,"Breil HIP HOP",,6,DE
"2018-05-22 06:35:50",breil uhr,,B0124MAK9C,Breil,,7,DE
"2018-05-22 06:35:48",breil herrenuhren,"BUREI Herrenuhr Kollektion",,BUREI,,1,DE
"2018-05-22 06:35:50",breil herrenuhren,,B01J3R6OPU,GreenTreen,,2,DE
"2018-05-22 06:35:50",breil herrenuhren,,B07B5DMGJP,Benyar,,3,DE
"2018-05-22 06:35:53",breil herrenuhren,,B00N8SP75E,Breil,,4,DE
"2018-05-22 06:35:53",breil herrenuhren,,B00N8SPGPK,Breil,,5,DE
"2018-05-22 06:35:53",breil herrenuhren,,B01MTLPOYZ,"BREIL TRIBE WATCHES",,6,DE
"2018-05-22 06:35:53",breil herrenuhren,,B000KB07ZC,Breil,,7,DE
"2018-05-22 06:35:52",breil damenuhr,"BUREI Armbanduhren für Damen",,BUREI,,1,DE
"2018-05-22 06:35:53",breil damenuhr,,B00JSM7JKK,,,2,DE
"2018-05-22 06:35:53",breil damenuhr,,B00BEY1YY2,Breil,,3,DE
"2018-05-22 06:35:46",breil damenuhr,,B00XGNNQ0E,Breil,,4,DE
"2018-05-22 06:35:53",breil damenuhr,,B004GHW93E,Breil,,5,DE
"2018-05-22 06:35:50",breil damenuhr,,B007R3IVO0,Breil,,6,DE
"2018-05-22 06:35:53",breil damenuhr,,B00YHMIF4K,Breil,,7,DE
"2018-05-22 06:35:52","hip hop uhr","Hip Hop Pullover für Herren",,semen,,1,DE
"2018-05-22 06:35:56","hip hop uhr",,B01IF0X9P4,"Hip Hop",,2,DE
"2018-05-22 06:35:56","hip hop uhr",,B072NG87BD,"Hip Hop",,3,DE
"2018-05-22 06:35:56","hip hop uhr",,B0797TCFKR,"Hip Hop",,4,DE
"2018-05-22 06:35:56","hip hop uhr",,B00SJ1C0ZU,"Hip Hop",,5,DE
"2018-05-22 06:35:56","hip hop uhr",,B01EX7747C,"Hip Hop",,6,DE
"2018-05-22 06:35:56","hip hop uhr",,B06Y5SCYJL,"Hip Hop",,7,DE
"2018-05-22 17:41:38",uhr,"Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-22 17:41:40",uhr,,B075L4D9JG,Baban,,2,DE
"2018-05-22 17:41:40",uhr,,B0732PNCJ7,Eventronic,,3,DE
"2018-05-22 17:41:40",uhr,,B077QVTHW7,Xagoo,,4,DE
"2018-05-22 17:41:40",uhr,,B002I5YMMW,Technoline,,5,DE
"2018-05-22 17:41:40",uhr,,B001GO79LC,Technoline,,6,DE
"2018-05-22 17:41:40",uhr,,B00D8ZNZR4,Unbekannt,,7,DE
"2018-05-22 17:41:38",fossil uhr,"Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-22 17:41:40",fossil uhr,,B0792ZNMPG,Fossil,,2,DE
"2018-05-22 17:41:40",fossil uhr,,B00FWX7DQO,Fossil,,3,DE
"2018-05-22 17:41:44",fossil uhr,,B06XXH9THH,Fossil,,4,DE
"2018-05-22 17:41:44",fossil uhr,,B07588GJ1K,Alienwork,,5,DE
"2018-05-22 17:41:44",fossil uhr,,B0175XIO9S,GreenTreen,,6,DE
"2018-05-22 17:41:44",fossil uhr,,B01NAS49KX,MODUN,,7,DE
"2018-05-22 17:41:42",Herrenuhr,,,,,1,DE
"2018-05-22 17:41:44",Herrenuhr,,B008AXURAW,Fossil,,2,DE
"2018-05-22 17:41:44",Herrenuhr,,B01N8OZUNZ,"Michael Kors",,3,DE
"2018-05-22 17:41:40",Herrenuhr,,B0792ZNMPG,Fossil,,4,DE
"2018-05-22 17:41:42",Damenuhr,,,,,1,DE
"2018-05-22 17:41:44",Damenuhr,,B07CN5R55B,Zeitholz,,2,DE
"2018-05-22 17:41:44",Damenuhr,,B07CN5VYQ9,Zeitholz,,3,DE
"2018-05-22 17:41:49",Damenuhr,,B07CMYR7D6,Zeitholz,,4,DE
"2018-05-22 17:41:47",Armbanduhr,,,,,1,DE
"2018-05-22 17:41:47","daniel wellington","Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-22 17:41:49","daniel wellington",,B076HC68GF,"Daniel Wellington",,2,DE
"2018-05-22 17:41:49","daniel wellington",,B072HWTC1L,"Daniel Wellington",,3,DE
"2018-05-22 17:41:49","daniel wellington",,B076HD5JQ9,"Daniel Wellington",,4,DE
"2018-05-22 17:41:49","daniel wellington",,B01HMVA644,Alienwork,,5,DE
"2018-05-22 17:41:49","daniel wellington",,B01NA8Y1E7,Alienwork,,6,DE
"2018-05-22 17:41:49","daniel wellington",,B0178LFB3O,Alienwork,,7,DE
"2018-05-22 17:41:49","daniel wellington",,B01GYKEYJC,Gemony,,8,DE
"2018-05-22 17:41:54","daniel wellington",,B01N0KHXKC,MAMONA,,9,DE
"2018-05-22 17:41:54","daniel wellington",,B077CCSN3P,STERNGLAS,,10,DE
"2018-05-22 17:41:52","casio uhr","Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-22 17:41:54","casio uhr",,B001ES9KRQ,Casio,,2,DE
"2018-05-22 17:41:54","casio uhr",,B015ZXKOFM,Casio,,3,DE
"2018-05-22 17:41:54","casio uhr",,B00USEG4DA,Casio,,4,DE
"2018-05-22 17:41:54","casio uhr",,B01MG490WO,Sopoby,,5,DE
"2018-05-22 17:41:54","casio uhr",,B074N3KGPZ,CIVO,,6,DE
"2018-05-22 17:41:54","casio uhr",,B00G1XK456,EZON,,7,DE
"2018-05-22 17:41:44","casio uhr",,B0175XIO9S,GreenTreen,,8,DE
"2018-05-22 17:41:54","casio uhr",,B06XSNMZDS,Stuhrling,,9,DE
"2018-05-22 17:41:59","casio uhr",,B07512J7SN,SIBOSUN,,10,DE
"2018-05-22 17:41:57",citizen,"Die schönsten Chronographen und Uhren für Herren.",,FIREFOX,,1,DE
"2018-05-22 17:41:59",citizen,,B004U208K6,Citizen,,2,DE
"2018-05-22 17:41:59",citizen,,B00492D2MI,FIREFOX,,3,DE
"2018-05-22 17:41:59",citizen,,B073XH855T,"LAD WEATHER",,4,DE
"2018-05-22 17:41:59",citizen,,B00DHFW01W,FIREFOX,,5,DE
"2018-05-22 17:41:59",citizen,,B0051OAB4A,FIREFOX,,6,DE
"2018-05-22 17:41:59",citizen,,B06XDH2MVN,"LAD WEATHER",,7,DE
"2018-05-22 17:41:57",swatch,,,,,1,DE
"2018-05-22 17:41:59",swatch,,B01IFH9QOU,Swatch,,2,DE
"2018-05-22 17:42:06",swatch,,B004I1KJLM,Swatch,,3,DE
"2018-05-22 17:42:06",swatch,,B019VQ6CLO,Swatch,,4,DE
"2018-05-22 17:42:06",swatch,,B01N7R6RIA,Swatch,,5,DE
"2018-05-22 17:42:06",swatch,,B0131Y1U6E,Burgmeister,,6,DE
"2018-05-22 17:42:06",swatch,,B00SRDPJ8A,Swatch,,7,DE
"2018-05-22 17:42:01","ice watch",,,,,1,DE
"2018-05-22 17:42:06","ice watch",,B00LBN3IBS,Ice-Watch,,2,DE
"2018-05-22 17:42:06","ice watch",,B07838S1GD,Ice-Watch,,3,DE
"2018-05-22 17:42:06","ice watch",,B008GSB7F0,Ice-Watch,,4,DE
"2018-05-22 17:42:06","ice watch",,B06Y2NHS3K,"Archer Watch Straps",,5,DE
"2018-05-22 17:42:06","ice watch",,B01NGT5W41,INWET,,6,DE
"2018-05-22 17:41:54","ice watch",,B01MG490WO,Sopoby,,7,DE
"2018-05-22 17:42:10","ice watch",,B071JBHSS7,MAMONA,,8,DE
"2018-05-22 17:42:10","ice watch",,B06Y2KP5S5,"Archer Watch Straps",,9,DE
"2018-05-22 17:41:44","ice watch",,B0175XIO9S,GreenTreen,,10,DE
"2018-05-22 17:42:09",tissot,,,,,1,DE
"2018-05-22 17:42:10",tissot,,B012E3XIA4,Tissot,,2,DE
"2018-05-22 17:42:10",tissot,,B001BWY00C,Tissot,,3,DE
"2018-05-22 17:42:10",tissot,,B0029MXKNG,Tissot,,4,DE
"2018-05-22 17:42:09",automatikuhr,"Automatische Luxusarmbanduhr",,"Stuhrling Original",,1,DE
"2018-05-22 17:42:10",automatikuhr,,B01B15WF28,Time,,2,DE
"2018-05-22 17:42:10",automatikuhr,,B007NU6XUG,Richtenburg,,3,DE
"2018-05-22 17:42:10",automatikuhr,,B071DP2H1Z,"TRIPLE TREE",,4,DE
"2018-05-22 17:42:15",automatikuhr,,B079183HN4,Time,,5,DE
"2018-05-22 17:42:15",automatikuhr,,B00G91ZO64,Hindenberg,,6,DE
"2018-05-22 17:42:15",automatikuhr,,B076JDLV4L,Kronsegler,,7,DE
"2018-05-22 17:42:13",armbanduhr herren,"Stuhrling Chronograph Armbanduhr",,"Stuhrling Original",,1,DE
"2018-05-22 17:42:13",armbanduhr damen,"BUREI Armbanduhren für Damen",,BUREI,,1,DE
"2018-05-22 17:42:13",damenuhr rosegold,"BUREI Armbanduhren für Damen",,BUREI,,1,DE
"2018-05-22 17:42:15",damenuhr rosegold,,B00DIYA22G,Time,,2,DE
"2018-05-22 17:42:15",damenuhr rosegold,,B01ANAKKZG,Time,,3,DE
"2018-05-22 17:42:15",damenuhr rosegold,,B00KRGD3LK,"Bering Time",,4,DE
"2018-05-22 17:42:15",damenuhr rosegold,,B018MLDFBY,"Moog Paris",,5,DE
"2018-05-22 17:42:20",damenuhr rosegold,,B0776SG9JT,FIZILI,,6,DE
"2018-05-22 17:42:20",damenuhr rosegold,,B079C18PQN,classygood.,,7,DE
"2018-05-22 17:42:18",breil,,,,,1,DE
"2018-05-22 17:42:18","superdry uhr","Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-22 17:42:20","superdry uhr",,B0755DM3TW,Alienwork,,2,DE
"2018-05-22 17:42:20","superdry uhr",,B0175IU2J8,Alienwork,,3,DE
"2018-05-22 17:42:20","superdry uhr",,B01N1TC48X,SONGDU,,4,DE
"2018-05-22 17:42:20","superdry uhr",,B01D8KBMUU,Alienwork,,5,DE
"2018-05-22 17:42:20","superdry uhr",,B00RGW4YHA,Alienwork,,6,DE
"2018-05-22 17:42:20","superdry uhr",,B074C2XBFM,Alienwork,,7,DE
"2018-05-22 17:42:22",breil uhr,,,,,1,DE
"2018-05-22 17:42:24",breil uhr,,B007R3IVO0,Breil,,2,DE
"2018-05-22 17:42:24",breil uhr,,B00SJ1BGD2,Breil,,3,DE
"2018-05-22 17:42:24",breil uhr,,B00SJ1BICQ,Breil,,4,DE
"2018-05-22 17:42:24",breil uhr,,B0777R4P9X,"Breil HIP HOP",,5,DE
"2018-05-22 17:42:24",breil uhr,,B075MV3132,"Breil HIP HOP",,6,DE
"2018-05-22 17:42:24",breil uhr,,B0124MAK9C,Breil,,7,DE
"2018-05-22 17:42:22",breil herrenuhren,"BUREI Herrenuhr Kollektion",,BUREI,,1,DE
"2018-05-22 17:42:24",breil herrenuhren,,B01J3R6OPU,GreenTreen,,2,DE
"2018-05-22 17:42:24",breil herrenuhren,,B07B5DMGJP,Benyar,,3,DE
"2018-05-22 17:42:28",breil herrenuhren,,B00N8SP75E,Breil,,4,DE
"2018-05-22 17:42:28",breil herrenuhren,,B00N8SPGPK,Breil,,5,DE
"2018-05-22 17:42:28",breil herrenuhren,,B01MTLPOYZ,"BREIL TRIBE WATCHES",,6,DE
"2018-05-22 17:42:28",breil herrenuhren,,B000KB07ZC,Breil,,7,DE
"2018-05-22 17:42:27",breil damenuhr,"BUREI Armbanduhren für Damen",,BUREI,,1,DE
"2018-05-22 17:42:28",breil damenuhr,,B00JSM7JKK,,,2,DE
"2018-05-22 17:42:28",breil damenuhr,,B00BEY1YY2,Breil,,3,DE
"2018-05-22 17:42:28",breil damenuhr,,B00XGNNQ0E,Breil,,4,DE
"2018-05-22 17:42:28",breil damenuhr,,B004GHW93E,Breil,,5,DE
"2018-05-22 17:42:24",breil damenuhr,,B007R3IVO0,Breil,,6,DE
"2018-05-22 17:42:28",breil damenuhr,,B00YHMIF4K,Breil,,7,DE
"2018-05-22 17:42:30","hip hop uhr","Hip Hop Pullover für Herren",,semen,,1,DE
"2018-05-22 17:42:32","hip hop uhr",,B0797TCFKR,"Hip Hop",,2,DE
"2018-05-22 17:42:32","hip hop uhr",,B01M0V68E6,"Hip Hop",,3,DE
"2018-05-22 17:42:32","hip hop uhr",,B01IF0X9P4,"Hip Hop",,4,DE
"2018-05-22 17:42:32","hip hop uhr",,B00SJ1C0ZU,"Hip Hop",,5,DE
"2018-05-22 17:42:32","hip hop uhr",,B01EX7747C,"Hip Hop",,6,DE
"2018-05-22 17:42:32","hip hop uhr",,B071KMS3PF,"Hip Hop",,7,DE
"2018-05-23 08:37:24",uhr,"Ein erster Blick auf Fitbit Versa",,Fitbit,,1,DE
"2018-05-23 08:37:26",uhr,,B001T6OPZ0,Fossil,,2,DE
"2018-05-23 08:37:26",uhr,,B075L4D9JG,Baban,,3,DE
"2018-05-23 08:37:26",uhr,,B077QVTHW7,Xagoo,,4,DE
"2018-05-23 08:37:26",uhr,,B002I5YMMW,Technoline,,5,DE
"2018-05-23 08:37:26",uhr,,B001GO79LC,Technoline,,6,DE
"2018-05-23 08:37:26",uhr,,B00D8ZNZR4,Unbekannt,,7,DE
"2018-05-23 08:37:24",fossil uhr,"Zeit für Abenteuer",,"Fossil Europe",,1,DE
"2018-05-23 08:37:26",fossil uhr,,B0792ZNMPG,Fossil,,2,DE
"2018-05-23 08:37:26",fossil uhr,,B0766YXXM3,Fossil,,3,DE
"2018-05-23 08:37:35",fossil uhr,,B077TSYM95,Fossil,,4,DE
"2018-05-23 08:37:35",fossil uhr,,B002QXUTG4,"Michael Kors",,5,DE
"2018-05-23 08:37:35",fossil uhr,,B00O1ZA7DK,Skagen,,6,DE
"2018-05-23 08:37:35",fossil uhr,,B0175XIO9S,GreenTreen,,7,DE
"2018-05-23 08:37:33",Herrenuhr,,,,,1,DE
"2018-05-23 08:37:33",Damenuhr,,,,,1,DE
"2018-05-23 08:37:35",Damenuhr,,B07CN5R55B,Zeitholz,,2,DE
"2018-05-23 08:37:35",Damenuhr,,B07CMYV771,Zeitholz,,3,DE
"2018-05-23 08:37:35",Damenuhr,,B07CMYR7D6,Zeitholz,,4,DE
"2018-05-23 08:37:33",Armbanduhr,,,,,1,DE
"2018-05-23 08:37:44","daniel wellington","Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-23 08:37:46","daniel wellington",,B076HC68GF,"Daniel Wellington",,2,DE
"2018-05-23 08:37:46","daniel wellington",,B076HD5JQ9,"Daniel Wellington",,3,DE
"2018-05-23 08:37:46","daniel wellington",,B00FF8CDSO,Fossil,,4,DE
